,agent,mean,std,r2_score_mean,r2_score_median
0,0,0.13242348114609445,0.07662416339417456,-2.765957771274472,-0.16467729399603565
1,1,0.11009266868608547,0.06450189823782015,0.2574601576183127,0.6021969595775598
2,2,0.13729014693602692,0.06797792393313515,0.5904187239145723,0.6867884150710784
3,3,0.1489399511948393,0.08286622344473489,-0.8253831906474034,0.5918954593729855
4,4,0.464045795312597,0.34813212151808137,-1.0124982997368897,0.10475135657334145
